69.45	33.24	7.35
59.3	39.6	32.89
42.39	68.22	15.43
48.37	51.79	37.46
41.44	62.09	32.82
34.41	50.71	55.32
27.19	57.87	53.4
19.97	81.28	14.37
17.35	77.43	28.67
-9.52	80.38	27.41
-12.5	83.98	13.31
13.18	68.95	47.22
-13.55	71.21	44.51
-40.26	67.24	28.03
-40.34	71.22	15.35
-49.92	55.74	31.74
-61.17	52.21	6.64
-27.38	62.15	49.75
-39.46	50.75	52.58
-59.61	43.86	30.37
-68.83	38.93	8.24
68.94	29.01	22.02
